NOC,NOC_Code,Year,Target,Gold,Silver,Bronze,Lag1_Medals,Lag2_Medals,Lag3_Medals,Weighted_Avg_3,EWMA_Score,Lag1_EWMA,Momentum,Squad_Size,Lag1_Squad_Size,Events_Participated,Sports_Participated,Female_Ratio,Efficiency,Lag1_Efficiency,Event_Coverage,Gold_Ratio,Is_Host,Is_Next_Host,Time_Since_Last_Host,Total_Events,Region,Is_Post_1992,Is_Boycott_Year,Historical_Weight
Australia,AUS,1964,18,6,2,10,,35.0,11.0,25.4,18.688145203199998,,,243.0,,133.0,19.0,0.23214285714285715,0.07407407407407407,,0.8159509202453987,0.3333333333333333,0,0,8,163,Oceania,0,0,0.7
Australia,AUS,1968,17,5,7,5,18.0,,35.0,22.857142857142858,18.01288712192,18.688145203199998,-1.0,128.0,243.0,105.0,16.0,0.27232142857142855,0.1328125,0.07407407407407407,0.6104651162790697,0.29411764705882354,0,0,12,172,Oceania,0,0,0.7
Australia,AUS,1972,17,8,7,2,17.0,18.0,,17.374999999999996,17.607732273152,18.01288712192,0.0,168.0,128.0,110.0,20.0,0.2744360902255639,0.10119047619047619,0.1328125,0.5641025641025641,0.47058823529411764,0,0,16,195,Oceania,0,0,0.7
Australia,AUS,1976,5,0,1,4,17.0,17.0,18.0,17.2,12.5646393638912,17.607732273152,-12.0,180.0,168.0,115.0,20.0,0.2591240875912409,0.027777777777777776,0.10119047619047619,0.5808080808080808,0.0,0,0,20,198,Oceania,0,0,0.7
Australia,AUS,1980,9,2,2,5,5.0,17.0,17.0,11.0,11.138783618334719,12.5646393638912,4.0,120.0,180.0,92.0,17.0,0.3105263157894737,0.075,0.027777777777777776,0.45320197044334976,0.2222222222222222,0,0,24,203,Oceania,0,0,0.7
Australia,AUS,1984,24,4,8,12,9.0,5.0,17.0,9.4,16.283270171000833,11.138783618334719,15.0,242.0,120.0,137.0,22.0,0.3264094955489614,0.09917355371900827,0.075,0.6199095022624435,0.16666666666666666,0,0,28,221,Oceania,0,0,0.7
Australia,AUS,1988,14,3,6,5,24.0,9.0,5.0,15.7,15.3699621026005,16.283270171000833,-10.0,252.0,242.0,145.0,24.0,0.30973451327433627,0.05555555555555555,0.09917355371900827,0.6118143459915611,0.21428571428571427,0,0,32,237,Oceania,0,0,0.7
Australia,AUS,1992,27,7,9,11,14.0,24.0,9.0,16.0,20.021977261560302,15.3699621026005,13.0,278.0,252.0,153.0,25.0,0.4128205128205128,0.09712230215827339,0.05555555555555555,0.5953307392996109,0.25925925925925924,0,0,36,257,Oceania,0,0,1.0
Australia,AUS,1996,41,9,9,23,27.0,14.0,24.0,22.5,28.413186356936183,20.021977261560302,14.0,417.0,278.0,211.0,26.0,0.44181818181818183,0.09832134292565947,0.09712230215827339,0.7785977859778598,0.21951219512195122,0,1,40,271,Oceania,1,0,1.0
Australia,AUS,2000,58,16,25,17,41.0,27.0,14.0,31.400000000000002,40.24791181416171,28.413186356936183,17.0,617.0,417.0,270.0,34.0,0.467005076142132,0.0940032414910859,0.09832134292565947,0.9,0.27586206896551724,1,0,44,300,Oceania,1,0,1.0
Australia,AUS,2004,50,17,16,17,58.0,41.0,27.0,46.699999999999996,44.148747088497025,40.24791181416171,-8.0,470.0,617.0,219.0,33.0,0.4559068219633943,0.10638297872340426,0.0940032414910859,0.7275747508305648,0.34,0,0,4,301,Oceania,1,0,1.0
Australia,AUS,2008,46,14,15,17,50.0,58.0,41.0,50.6,44.889248253098216,44.148747088497025,-4.0,432.0,470.0,219.0,31.0,0.47543859649122805,0.10648148148148148,0.10638297872340426,0.7251655629139073,0.30434782608695654,0,0,8,302,Oceania,1,0,1.0
Australia,AUS,2012,35,8,15,12,46.0,50.0,58.0,49.6,40.933548951858924,44.889248253098216,-11.0,405.0,432.0,208.0,29.0,0.4727626459143969,0.08641975308641975,0.10648148148148148,0.6887417218543046,0.22857142857142856,0,0,12,302,Oceania,1,0,1.0
Australia,AUS,2016,29,8,11,10,35.0,46.0,50.0,41.3,36.16012937111536,40.933548951858924,-6.0,420.0,405.0,194.0,31.0,0.5077220077220077,0.06904761904761905,0.08641975308641975,0.6339869281045751,0.27586206896551724,0,0,16,306,Oceania,1,0,1.0
Australia,AUS,2020,46,17,7,22,29.0,35.0,46.0,34.2,40.09607762266921,36.16012937111536,17.0,489.0,420.0,193.0,41.0,0.5360501567398119,0.09406952965235174,0.06904761904761905,0.5693215339233039,0.3695652173913043,0,0,20,339,Oceania,1,0,1.0
Australia,AUS,2024,53,18,19,16,46.0,29.0,35.0,38.7,45.257646573601534,40.09607762266921,7.0,474.0,489.0,205.0,44.0,0.5624036979969184,0.11181434599156118,0.09406952965235174,0.6231003039513677,0.33962264150943394,0,0,24,329,Oceania,1,0,1.0
Australia ,AUS,1932,5,3,1,1,,,,,5.0,,,13.0,,17.0,6.0,0.25,0.38461538461538464,,0.1452991452991453,0.6,0,0,999,117,Other,0,0,0.7
Australia ,AUS,1960,22,8,8,6,,,,,11.8,,,189.0,,122.0,17.0,0.2,0.1164021164021164,,0.8133333333333334,0.36363636363636365,0,0,999,150,Other,0,0,0.7
Austria,AUT,1896,5,2,1,2,,,,,5.0,,,3.0,,8.0,3.0,0.0,1.6666666666666667,,0.18604651162790697,0.4,0,0,999,43,Europe,0,0,0.7
Austria,AUT,1900,6,0,3,3,5.0,,,5.0,5.4,5.0,1.0,16.0,3.0,17.0,4.0,0.0,0.375,1.6666666666666667,0.17525773195876287,0.0,0,0,999,97,Europe,0,0,0.7
Austria,AUT,1904,3,1,1,1,6.0,5.0,,5.625,4.44,5.4,-3.0,2.0,16.0,7.0,2.0,0.0,1.5,0.375,0.07368421052631578,0.3333333333333333,0,0,999,95,Europe,0,0,0.7
Austria,AUT,1908,1,0,0,1,3.0,6.0,5.0,4.3,3.064,4.44,-2.0,7.0,2.0,10.0,4.0,0.0,0.14285714285714285,1.5,0.09090909090909091,0.0,0,0,999,110,Europe,0,0,0.7
Austria,AUT,1912,4,0,2,2,1.0,3.0,6.0,2.6,3.4384,3.064,3.0,85.0,7.0,46.0,12.0,0.07575757575757576,0.047058823529411764,0.14285714285714285,0.45098039215686275,0.0,0,0,999,102,Europe,0,0,0.7
Austria,AUT,1924,4,0,3,1,,4.0,1.0,2.8,3.66304,,,49.0,,27.0,8.0,0.05357142857142857,0.08163265306122448,,0.21428571428571427,0.0,0,0,999,126,Europe,0,0,0.7
Austria,AUT,1928,3,2,0,1,4.0,,4.0,4.0,3.397824,3.66304,-1.0,73.0,49.0,39.0,13.0,0.05309734513274336,0.0410958904109589,0.08163265306122448,0.3577981651376147,0.6666666666666666,0,0,999,109,Europe,0,0,0.7
Austria,AUT,1936,17,5,7,5,,3.0,4.0,3.4,8.838694400000001,,,234.0,,105.0,19.0,0.06887052341597796,0.07264957264957266,,0.813953488372093,0.29411764705882354,0,0,999,129,Europe,0,0,0.7
Austria,AUT,1948,4,1,0,3,17.0,,3.0,13.0,6.90321664,8.838694400000001,-13.0,148.0,234.0,79.0,17.0,0.17573221757322174,0.02702702702702703,0.07264957264957266,0.5808823529411765,0.25,0,0,999,136,Europe,0,0,0.7
Austria,AUT,1952,2,0,1,1,4.0,17.0,,8.874999999999998,4.941929984,6.90321664,-2.0,112.0,148.0,70.0,16.0,0.29411764705882354,0.017857142857142856,0.02702702702702703,0.4697986577181208,0.0,0,0,999,149,Europe,0,0,0.7
Austria,AUT,1956,2,0,0,2,2.0,4.0,17.0,5.6000000000000005,3.7651579903999997,4.941929984,0.0,34.0,112.0,36.0,12.0,0.08771929824561403,0.058823529411764705,0.017857142857142856,0.23841059602649006,0.0,0,0,999,151,Europe,0,0,0.7
Austria,AUT,1968,4,0,2,2,,,2.0,2.0,3.85909479424,,,43.0,,37.0,12.0,0.1864406779661017,0.09302325581395349,,0.21511627906976744,0.0,0,0,999,172,Europe,0,0,0.7
Austria,AUT,1972,3,0,1,2,4.0,,,4.0,3.515456876544,3.85909479424,-1.0,111.0,43.0,68.0,15.0,0.14685314685314685,0.02702702702702703,0.09302325581395349,0.3487179487179487,0.0,0,0,999,195,Europe,0,0,0.7
Austria,AUT,1976,1,0,0,1,3.0,4.0,,3.375,2.5092741259264,3.515456876544,-2.0,60.0,111.0,44.0,15.0,0.0821917808219178,0.016666666666666666,0.02702702702702703,0.2222222222222222,0.0,0,0,999,198,Europe,0,0,0.7
Austria,AUT,1980,4,1,2,1,1.0,3.0,4.0,2.2,3.1055644755558403,2.5092741259264,3.0,83.0,60.0,51.0,16.0,0.21739130434782608,0.04819277108433735,0.016666666666666666,0.2512315270935961,0.25,0,0,999,203,Europe,0,0,0.7
Austria,AUT,1984,3,1,1,1,4.0,1.0,3.0,2.9,3.0633386853335045,3.1055644755558403,-1.0,102.0,83.0,72.0,18.0,0.3153846153846154,0.029411764705882353,0.04819277108433735,0.3257918552036199,0.3333333333333333,0,0,999,221,Europe,0,0,0.7
Austria,AUT,1988,1,1,0,0,3.0,4.0,1.0,2.9000000000000004,2.2380032112001027,3.0633386853335045,-2.0,73.0,102.0,62.0,17.0,0.09375,0.0136986301369863,0.029411764705882353,0.2616033755274262,1.0,0,0,999,237,Europe,0,0,0.7
Austria,AUT,1992,2,0,2,0,1.0,3.0,4.0,2.2,2.1428019267200615,2.2380032112001027,1.0,102.0,73.0,68.0,17.0,0.30708661417322836,0.0196078431372549,0.0136986301369863,0.26459143968871596,0.0,0,0,999,257,Europe,0,0,1.0
Austria,AUT,1996,3,0,1,2,2.0,1.0,3.0,1.9000000000000001,2.485681156032037,2.1428019267200615,1.0,72.0,102.0,53.0,15.0,0.22826086956521738,0.041666666666666664,0.0196078431372549,0.19557195571955718,0.0,0,0,999,271,Europe,1,0,1.0
Austria,AUT,2000,3,2,1,0,3.0,2.0,1.0,2.3000000000000003,2.6914086936192225,2.485681156032037,0.0,92.0,72.0,68.0,17.0,0.39473684210526316,0.03260869565217391,0.041666666666666664,0.22666666666666666,0.6666666666666666,0,0,999,300,Europe,1,0,1.0
Austria,AUT,2004,7,2,4,1,3.0,3.0,2.0,2.8,4.414845216171534,2.6914086936192225,4.0,74.0,92.0,56.0,18.0,0.2826086956521739,0.0945945945945946,0.03260869565217391,0.18604651162790697,0.2857142857142857,0,0,999,301,Europe,1,0,1.0
Austria,AUT,2008,3,0,1,2,7.0,3.0,3.0,5.0,3.8489071297029205,4.414845216171534,-4.0,70.0,74.0,62.0,16.0,0.40860215053763443,0.04285714285714286,0.0945945945945946,0.2052980132450331,0.0,0,0,999,302,Europe,1,0,1.0
Austria,AUT,2016,1,0,0,1,,3.0,7.0,4.6,2.709344277821752,,,71.0,,61.0,23.0,0.47058823529411764,0.014084507042253521,,0.19934640522875818,0.0,0,0,999,306,Europe,1,0,1.0
Austria,AUT,2020,7,1,1,5,1.0,,3.0,1.5714285714285716,4.425606566693052,2.709344277821752,6.0,76.0,71.0,70.0,24.0,0.5339805825242718,0.09210526315789473,0.014084507042253521,0.20648967551622419,0.14285714285714285,0,0,999,339,Europe,1,0,1.0
Austria,AUT,2024,5,2,0,3,7.0,1.0,,4.749999999999999,4.655363940015831,4.425606566693052,-2.0,84.0,76.0,76.0,26.0,0.4462809917355372,0.05952380952380952,0.09210526315789473,0.23100303951367782,0.4,0,0,999,329,Europe,1,0,1.0
Austria ,AUT,1932,5,1,1,3,,,,,5.0,,,19.0,,14.0,7.0,0.09090909090909091,0.2631578947368421,,0.11965811965811966,0.2,0,0,999,117,Other,0,0,0.7
Austria ,AUT,1960,2,1,1,0,,,,,3.8,,,103.0,,81.0,15.0,0.2727272727272727,0.019417475728155338,,0.54,0.5,0,0,999,150,Other,0,0,0.7
Azerbaijan,AZE,1996,1,0,1,0,,,,,1.0,,,23.0,,23.0,9.0,0.16666666666666666,0.043478260869565216,,0.08487084870848709,0.0,0,0,999,271,Ex-USSR,1,0,1.0
Azerbaijan,AZE,2000,3,2,0,1,1.0,,,1.0,1.8000000000000003,1.0,2.0,31.0,23.0,32.0,8.0,0.21875,0.0967741935483871,0.043478260869565216,0.10666666666666667,0.6666666666666666,0,0,999,300,Ex-USSR,1,0,1.0
Azerbaijan,AZE,2004,5,1,0,4,3.0,1.0,,2.25,3.08,1.8000000000000003,2.0,36.0,31.0,36.0,10.0,0.1891891891891892,0.1388888888888889,0.0967741935483871,0.11960132890365449,0.2,0,0,999,301,Ex-USSR,1,0,1.0
Azerbaijan,AZE,2008,6,1,1,4,5.0,3.0,1.0,3.6,4.248,3.08,1.0,44.0,36.0,37.0,10.0,0.3181818181818182,0.13636363636363635,0.1388888888888889,0.12251655629139073,0.16666666666666666,0,0,999,302,Ex-USSR,1,0,1.0
Azerbaijan,AZE,2012,9,2,2,5,6.0,5.0,3.0,5.1,6.1488,4.248,3.0,52.0,44.0,57.0,15.0,0.2711864406779661,0.17307692307692307,0.13636363636363635,0.18874172185430463,0.2222222222222222,0,0,999,302,Ex-USSR,1,0,1.0
Azerbaijan,AZE,2016,18,1,7,10,9.0,6.0,5.0,7.3,10.88928,6.1488,9.0,56.0,52.0,62.0,15.0,0.2318840579710145,0.32142857142857145,0.17307692307692307,0.20261437908496732,0.05555555555555555,0,0,999,306,Ex-USSR,1,0,1.0
Azerbaijan,AZE,2020,7,0,3,4,18.0,9.0,6.0,12.899999999999999,9.333568,10.88928,-11.0,44.0,56.0,51.0,14.0,0.36363636363636365,0.1590909090909091,0.32142857142857145,0.1504424778761062,0.0,0,0,999,339,Ex-USSR,1,0,1.0
Azerbaijan,AZE,2024,7,2,2,3,7.0,18.0,9.0,10.7,8.400140799999999,9.333568,0.0,48.0,44.0,41.0,15.0,0.40816326530612246,0.14583333333333334,0.1590909090909091,0.12462006079027356,0.2857142857142857,0,0,999,329,Ex-USSR,1,0,1.0
Bahamas,BAH,1956,1,0,0,1,,,,,1.0,,,4.0,,4.0,2.0,0.0,0.25,,0.026490066225165563,0.0,0,0,999,151,Americas,0,0,0.7
Bahamas,BAH,1964,1,1,0,0,,1.0,,1.0,1.0,,,11.0,,6.0,2.0,0.0,0.09090909090909091,,0.03680981595092025,1.0,0,0,999,163,Americas,0,0,0.7
Bahamas,BAH,1992,1,0,0,1,,,,,1.0,,,14.0,,13.0,4.0,0.16666666666666666,0.07142857142857142,,0.05058365758754864,0.0,0,0,999,257,Americas,0,0,1.0
Bahamas,BAH,1996,1,0,1,0,1.0,,,1.0,1.0,1.0,0.0,26.0,14.0,17.0,4.0,0.3611111111111111,0.038461538461538464,0.07142857142857142,0.06273062730627306,0.0,0,0,999,271,Americas,1,0,1.0
Bahamas,BAH,2000,3,2,0,1,1.0,1.0,,1.0,1.8000000000000003,1.0,2.0,25.0,26.0,18.0,3.0,0.38461538461538464,0.12,0.038461538461538464,0.06,0.6666666666666666,0,0,999,300,Americas,1,0,1.0
Bahamas,BAH,2004,2,1,0,1,3.0,1.0,1.0,2.0,1.8800000000000001,1.8000000000000003,-1.0,22.0,25.0,18.0,3.0,0.42857142857142855,0.09090909090909091,0.12,0.059800664451827246,0.5,0,0,999,301,Americas,1,0,1.0
Bahamas,BAH,2008,2,0,1,1,2.0,3.0,1.0,2.1,1.9280000000000002,1.8800000000000001,0.0,25.0,22.0,22.0,4.0,0.3333333333333333,0.08,0.09090909090909091,0.0728476821192053,0.0,0,0,999,302,Americas,1,0,1.0
